0	4.41991e-37
1.25433e+10	1.26752e-36
2.50866e+10	3.59753e-36
3.76298e+10	1.01056e-35
5.01731e+10	2.8095e-35
6.27164e+10	7.73043e-35
7.52597e+10	2.10517e-34
8.78029e+10	5.67386e-34
1.00346e+11	1.51349e-33
1.12889e+11	3.99565e-33
1.25433e+11	1.04401e-32
1.37976e+11	2.69979e-32
1.50519e+11	6.90976e-32
1.63063e+11	1.75027e-31
1.75606e+11	4.38788e-31
1.88149e+11	1.08871e-30
2.00692e+11	2.67351e-30
2.13236e+11	6.49765e-30
2.25779e+11	1.56293e-29
2.38322e+11	3.72077e-29
2.50866e+11	8.76664e-29
2.63409e+11	2.04429e-28
2.75952e+11	4.71802e-28
2.88495e+11	1.07767e-27
3.01039e+11	2.43624e-27
3.13582e+11	5.45083e-27
3.26125e+11	1.20702e-26
3.38668e+11	2.64529e-26
3.51212e+11	5.73774e-26
3.63755e+11	1.23173e-25
3.76298e+11	2.61699e-25
3.88842e+11	5.50294e-25
4.01385e+11	1.14524e-24
4.13928e+11	2.35888e-24
4.26471e+11	4.80866e-24
4.39015e+11	9.70175e-24
4.51558e+11	1.93725e-23
4.64101e+11	3.8285e-23
4.76645e+11	7.48825e-23
4.89188e+11	1.44957e-22
5.01731e+11	2.77721e-22
5.14274e+11	5.26606e-22
5.26818e+11	9.88259e-22
5.39361e+11	1.83554e-21
5.51904e+11	3.37416e-21
5.64447e+11	6.1387e-21
5.76991e+11	1.10534e-20
5.89534e+11	1.9698e-20
6.02077e+11	3.47423e-20
6.14621e+11	6.0646e-20
6.27164e+11	1.04774e-19
6.39707e+11	1.79149e-19
6.5225e+11	3.03169e-19
6.64794e+11	5.07764e-19
6.77337e+11	8.41681e-19
6.8988e+11	1.38083e-18
7.02424e+11	2.24205e-18
7.14967e+11	3.60293e-18
7.2751e+11	5.73027e-18
7.40053e+11	9.01992e-18
7.52597e+11	1.4052e-17
7.6514e+11	2.16662e-17
7.77683e+11	3.30626e-17
7.90226e+11	4.99342e-17
8.0277e+11	7.46393e-17
8.15313e+11	1.10419e-16
8.27856e+11	1.61671e-16
8.404e+11	2.34276e-16
8.52943e+11	3.35993e-16
8.65486e+11	4.76916e-16
8.78029e+11	6.69981e-16
8.90573e+11	9.31517e-16
9.03116e+11	1.28182e-15
9.15659e+11	1.74571e-15
9.28202e+11	2.35302e-15
9.40746e+11	3.13898e-15
9.53289e+11	4.14437e-15
9.65832e+11	5.41549e-15
9.78376e+11	7.00366e-15
9.90919e+11	8.96438e-15
1.00346e+12	1.1356e-14
1.01601e+12	1.42376e-14
1.02855e+12	1.76668e-14
1.04109e+12	2.16963e-14
1.05364e+12	2.63708e-14
1.06618e+12	3.17227e-14
1.07872e+12	3.7768e-14
1.09127e+12	4.45028e-14
1.10381e+12	5.18989e-14
1.11635e+12	5.99015e-14
1.12889e+12	6.84266e-14
1.14144e+12	7.73609e-14
1.15398e+12	8.65618e-14
1.16652e+12	9.58604e-14
1.17907e+12	1.05066e-13
1.19161e+12	1.1397e-13
1.20415e+12	1.22357e-13
1.2167e+12	1.30009e-13
1.22924e+12	1.36719e-13
1.24178e+12	1.42296e-13
1.25433e+12	1.46577e-13
1.26687e+12	1.49432e-13
1.27941e+12	1.50776e-13
1.29196e+12	1.50567e-13
1.3045e+12	1.48811e-13
1.31704e+12	1.45562e-13
1.32959e+12	1.4092e-13
1.34213e+12	1.35021e-13
1.35467e+12	1.28039e-13
1.36722e+12	1.20168e-13
1.37976e+12	1.1162e-13
1.3923e+12	1.02614e-13
1.40485e+12	9.33641e-14
1.41739e+12	8.40738e-14
1.42993e+12	7.49289e-14
1.44248e+12	6.60917e-14
1.45502e+12	5.7697e-14
1.46756e+12	4.98503e-14
1.48011e+12	4.26275e-14
1.49265e+12	3.60762e-14
1.50519e+12	3.02176e-14
1.51774e+12	2.505e-14
1.53028e+12	2.05525e-14
1.54282e+12	1.6689e-14
1.55537e+12	1.34123e-14
1.56791e+12	1.0668e-14
1.58045e+12	8.39796e-15
1.593e+12	6.54292e-15
1.60554e+12	5.0452e-15
1.61808e+12	3.85029e-15
1.63063e+12	2.90815e-15
1.64317e+12	2.17394e-15
1.65571e+12	1.60838e-15
1.66826e+12	1.17771e-15
1.6808e+12	8.53481e-16
1.69334e+12	6.12152e-16
1.70589e+12	4.34543e-16
1.71843e+12	3.05292e-16
1.73097e+12	2.12278e-16
1.74352e+12	1.46085e-16
1.75606e+12	9.9498e-17
1.7686e+12	6.70711e-17
1.78115e+12	4.47482e-17
1.79369e+12	2.95496e-17
1.80623e+12	1.93159e-17
1.81878e+12	1.25029e-17
