p+0.04_10.9548_0 dE= 0.01202
actual force   predicted force   difference
4112357719248.42188
4404604171880.48633
5530554790392.41504
4076379358598.70947
4218266569629.89355
5528946417869.00684
4079053498972.11621
3921036177827.86621
5471794413415.26074
3895126897442.38428
3634801465860.71826
5529431399944.11328
3409787996384.09668
3251706779348.61523
5435984508653.11035
3693261449470.35107
3404661508326.53027
5545581236238.89258
3795301991373.36426
4099303452972.40625
5494471644404.05371
4196357194774.91064
4455484352331.08105
5272649701319.50098
4353004260914.96875
4786757037132.64844
5003123319180.95898
4336231570874.95166
4501789268634.71094
5267621917496.96094
4076379358598.71045
4218266569629.89502
5528946417869.00684
3725402405507.13818
3975021885940.05811
5586158490962.84961
3646683878336.22168
3529550660518.38525
5447991046968.10059
3492325073125.38477
3284685444258.53760
5340746116483.24707
2864500884968.57617
2702574693852.97021
4788073297286.00781
3180735337059.39307
3039005487465.18311
5149602515612.35742
3529550660518.38379
3646683878336.22168
5447991046968.10156
3921036177827.86572
4079053498972.11426
5471794413415.26367
4072817066937.55176
4421569078332.44922
5321575152965.83008
4072817066937.55176
4421569078332.45020
5321575152965.83105
4079053498972.11621
3921036177827.86621
5471794413415.26074
3646683878336.22021
3529550660518.38525
5447991046968.10059
3039005487465.18506
3180735337059.39307
5149602515612.35742
2864500884968.57666
2702574693852.97266
4788073297286.00781
2088931085948.12036
1981753212950.86841
3718044574418.17383
2486500877921.03809
2472440532196.47803
4259757997622.23633
3039469154401.10107
3113619902015.66748
5055331677626.87305
3446234663383.99512
3692463406010.64502
5484818838080.77539
4039108723552.34131
3669674288195.08008
5542330929153.68164
4092658071372.31836
3742587877638.73047
5520884824823.76367
3895126897442.38379
3634801465860.71777
5529431399944.11328
3492325073125.38672
3284685444258.53809
5340746116483.24805
2864500884968.57520
2702574693852.97070
4788073297286.00684
2154117583115.90869
2150066376476.92725
4056055451112.62402
2387950793782.82715
4524387674170.66016
2448811387449.38525
2538711094607.90234
2621249369883.29980
4470032159627.46484
2996143106623.56348
3021162747106.32275
4969497639020.46289
3535616652320.78760
3453254358287.81445
5436463292495.93945
4054324439420.30566
3734540102310.29297
5536442209474.23340
4366131466908.13184
3878328386456.80566
5411947167534.90723
4327939482610.03223
3887232304305.38574
5399318979476.43555
4007684589032.57324
3703501823742.76074
5463424588895.81348
3492325073125.38672
3284685444258.53955
5340746116483.24805
2833446669738.33936
2744578535482.45117
4964873007541.08398
2538711094607.90234
