-7.14567e+37	9.28588e-38
-7.11761e+37	9.27587e-38
-7.08955e+37	9.18589e-38
-7.06149e+37	9.02339e-38
-7.03343e+37	8.79898e-38
-7.00537e+37	8.52619e-38
-6.97731e+37	8.22095e-38
-6.94925e+37	7.90115e-38
-6.92118e+37	7.58597e-38
-6.89312e+37	7.29519e-38
-6.86506e+37	7.0485e-38
-6.837e+37	6.8648e-38
-6.80894e+37	6.76145e-38
-6.78088e+37	6.75359e-38
-6.75282e+37	6.85355e-38
-6.72476e+37	7.07027e-38
-6.6967e+37	7.4088e-38
-6.66864e+37	7.86998e-38
-6.64057e+37	8.45012e-38
-6.61251e+37	9.14095e-38
-6.58445e+37	9.92962e-38
-6.55639e+37	1.0799e-37
-6.52833e+37	1.17278e-37
-6.50027e+37	1.26917e-37
-6.47221e+37	1.36636e-37
-6.44415e+37	1.46147e-37
-6.41609e+37	1.55156e-37
-6.38802e+37	1.63374e-37
-6.35996e+37	1.7053e-37
-6.3319e+37	1.7638e-37
-6.30384e+37	1.80717e-37
-6.27578e+37	1.83384e-37
-6.24772e+37	1.84276e-37
-6.21966e+37	1.83347e-37
-6.1916e+37	1.80609e-37
-6.16354e+37	1.76135e-37
-6.13548e+37	1.70049e-37
-6.10741e+37	1.62522e-37
-6.07935e+37	1.53765e-37
-6.05129e+37	1.44015e-37
-6.02323e+37	1.33527e-37
-5.99517e+37	1.22563e-37
-5.96711e+37	1.11379e-37
-5.93905e+37	1.00218e-37
-5.91099e+37	8.93017e-38
-5.88293e+37	7.88268e-38
-5.85487e+37	6.89583e-38
-5.8268e+37	5.98302e-38
-5.79874e+37	5.15456e-38
-5.77068e+37	4.41791e-38
-5.74262e+37	3.77799e-38
-5.71456e+37	3.2377e-38
-5.6865e+37	2.79837e-38
-5.65844e+37	2.46029e-38
-5.63038e+37	2.22317e-38
-5.60232e+37	2.08658e-38
-5.57425e+37	2.05021e-38
-5.54619e+37	2.11409e-38
-5.51813e+37	2.27866e-38
-5.49007e+37	2.54471e-38
-5.46201e+37	2.91318e-38
-5.43395e+37	3.38489e-38
-5.40589e+37	3.96013e-38
-5.37783e+37	4.63828e-38
-5.34977e+37	5.41729e-38
-5.32171e+37	6.29333e-38
-5.29364e+37	7.26035e-38
-5.26558e+37	8.30986e-38
-5.23752e+37	9.43081e-38
-5.20946e+37	1.06096e-37
-5.1814e+37	1.18303e-37
-5.15334e+37	1.30751e-37
-5.12528e+37	1.43248e-37
-5.09722e+37	1.55599e-37
-5.06916e+37	1.67606e-37
-5.0411e+37	1.79087e-37
-5.01303e+37	1.89876e-37
-4.98497e+37	1.99836e-37
-4.95691e+37	2.08861e-37
-4.92885e+37	2.1688e-37
-4.90079e+37	2.23864e-37
-4.87273e+37	2.29815e-37
-4.84467e+37	2.34771e-37
-4.81661e+37	2.38792e-37
-4.78855e+37	2.41957e-37
-4.76048e+37	2.44351e-37
-4.73242e+37	2.46057e-37
