p-0.04_10.8917_0 dE= 0.01140
p+0.04_10.8917_0 dE= 0.01133
p_uns_0.2_1000_110 dE= 63.66369
actual force   predicted force   difference
0.00300 0.00000 0.00300
-0.00209 0.00000 -0.00209
0.00333 0.00000 0.00333
0.00031 0.00000 0.00031
-0.00062 0.00000 -0.00062
0.00013 0.00000 0.00013
0.00093 0.00000 0.00093
-0.00080 0.00000 -0.00080
0.00270 0.00000 0.00270
0.00092 0.00000 0.00092
-0.00107 0.00000 -0.00107
0.00074 0.00000 0.00074
0.00826 0.00000 0.00826
0.01359 0.00000 0.01359
0.01118 0.00000 0.01118
0.00340 0.00000 0.00340
0.00068 0.00000 0.00068
-0.00123 0.00000 -0.00123
0.00222 0.00000 0.00222
-0.00008 0.00000 -0.00008
-0.00340 0.00000 -0.00340
0.00274 0.00000 0.00274
0.00001 0.00000 0.00001
0.00097 0.00000 0.00097
0.00069 0.00000 0.00069
0.00005 0.00000 0.00005
0.00013 0.00000 0.00013
0.00330 0.00000 0.00330
-0.00155 0.00000 -0.00155
0.00333 0.00000 0.00333
0.00116 0.00000 0.00116
-0.00040 0.00000 -0.00040
0.00270 0.00000 0.00270
0.00091 0.00000 0.00091
-0.00052 0.00000 -0.00052
0.02835 0.00000 0.02835
-0.00498 0.00000 -0.00498
0.00287 0.00000 0.00287
-0.00598 0.00000 -0.00598
0.00088 0.00000 0.00088
-0.00012 0.00000 -0.00012
-0.00318 0.00000 -0.00318
-0.00010 0.00000 -0.00010
0.00006 0.00000 0.00006
0.00293 0.00000 0.00293
0.00054 0.00000 0.00054
-0.00070 0.00000 -0.00070
-0.00318 0.00000 -0.00318
0.00652 -0.12035 0.12687
0.02642 0.47915 -0.45273
0.01408 0.35691 -0.34283
-0.01962 -0.47497 0.45535
-0.01885 -0.13530 0.11645
0.01408 0.35659 -0.34251
0.07463 0.81728 -0.74264
-0.04309 -0.47190 0.42881
0.08011 1.30741 -1.22731
0.00283 0.00000 0.00283
-0.00163 0.00000 -0.00163
0.00280 0.00000 0.00280
-0.00332 0.00000 -0.00332
0.00192 0.00000 0.00192
0.00203 0.00000 0.00203
0.00461 0.00000 0.00461
-0.00370 0.00000 -0.00370
-0.00132 0.00000 -0.00132
0.00616 0.00000 0.00616
-0.00356 0.00000 -0.00356
-0.00130 0.00000 -0.00130
0.00551 0.00000 0.00551
-0.00214 0.00000 -0.00214
-0.00132 0.00000 -0.00132
0.00112 0.00000 0.00112
0.00137 0.00000 0.00137
0.00304 0.00000 0.00304
-0.00062 0.00000 -0.00062
-0.00166 0.00000 -0.00166
0.00304 0.00000 0.00304
-0.00109 0.00000 -0.00109
0.00063 0.00000 0.00063
-0.00091 0.00000 -0.00091
0.02214 0.00000 0.02214
-0.03508 0.00000 -0.03508
0.00280 0.00000 0.00280
-0.00787 0.00000 -0.00787
0.00902 0.00000 0.00902
0.00001 0.00000 0.00001
0.00435 0.00000 0.00435
-0.00354 0.00000 -0.00354
-0.00128 0.00000 -0.00128
-0.00295 -0.17061 0.16766
-0.01501 0.03927 -0.05429
-0.00023 -0.12270 0.12247
0.02323 0.40233 -0.37910
-0.01507 -0.77496 0.75989
0.00020 -0.12270 0.12291
-0.00018 0.00000 -0.00018
-0.00296 0.00000 -0.00296
-0.00065 0.00000 -0.00065
-0.00152 0.00000 -0.00152
-0.00161 0.00000 -0.00161
-0.00223 0.00000 -0.00223
-0.00111 0.00000 -0.00111
-0.00456 0.00000 -0.00456
0.00106 0.00000 0.00106
0.04145 0.00000 0.04145
-0.00164 0.00000 -0.00164
0.00280 0.00000 0.00280
-0.01174 0.00000 -0.01174
0.00231 0.00000 0.00231
0.00001 0.00000 0.00001
0.02467 0.87263 -0.84796
-0.01258 0.03895 -0.05153
0.00020 -0.12270 0.12291
0.01153 -0.11904 0.13057
0.01006 0.12866 -0.11860
-0.00023 -0.12270 0.12247
0.00524 0.00000 0.00524
-0.00199 0.00000 -0.00199
-0.00128 0.00000 -0.00128
0.00063 0.00000 0.00063
0.00212 0.00000 0.00212
-0.00223 0.00000 -0.00223
0.00247 0.00000 0.00247
0.00164 0.00000 0.00164
-0.00065 0.00000 -0.00065
0.00340 0.00000 0.00340
0.00324 0.00000 0.00324
0.00106 0.00000 0.00106
-0.35626 -2.70418 2.34792
0.20569 1.56020 -1.35451
-0.38936 -3.30560 2.91625
0.01602 0.00000 0.01602
-0.00925 0.00000 -0.00925
0.01830 0.00000 0.01830
0.04337 0.92421 -0.88084
0.00910 0.12834 -0.11924
-0.00049 -0.12270 0.12222
0.00698 0.00000 0.00698
-0.00403 0.00000 -0.00403
-0.00134 0.00000 -0.00134
0.01380 0.35076 -0.33695
-0.04211 -0.86435 0.82224
-0.00049 -0.12270 0.12222
0.00698 -0.12033 0.12732
-0.07779 -0.78875 0.71096
0.07409 0.99037 -0.91628
0.07086 0.62307 -0.55221
0.03284 0.49863 -0.46579
0.07409 0.99069 -0.91660
-0.00352 -0.28078 0.27726
0.00203 0.16206 -0.16003
-0.00965 0.03986 -0.04951
1.20421 0.50634 0.69787
-0.52189 -0.24966 -0.27223
-0.12280 0.06463 -0.18744
1.09023 -0.29311 1.38334
0.24255 0.32556 -0.08300
-1.03565 -0.00366 -1.03199
1.06058 0.37069 0.68989
-1.37256 -0.30023 -1.07232
