p+0.04_10.912_0 dE= 0.01142
p+0.04_10.912_1 dE= 0.01021
actual force   predicted force   difference
5393268639499.35645
5748575482960.84668
6492253055609.09668
4381572000464.37061
4312840218959.04492
4240288286017.55615
3811424006771.59863
3714242480442.48633
3485837566345.99219
4781148780645.50098
3258645558157.45459
5211215263506.16699
5458902220085.26855
5927743517836.48633
6305348554313.18848
4029152871645.57861
4055093721326.45801
4110953565256.66455
3652705265986.22900
3673388702140.86133
3463836577246.05176
3319837870030.93457
4577952770412.42969
5327472211627.91211
5604546230549.87402
6004934187253.17480
6077826987361.93750
3556315557866.33545
3556315557866.33740
4004782068829.39990
4004782068829.39795
5974376821292.00781
5974376821292.00977
3569184101149.32373
3483355103117.26660
3787967534654.14062
4428655238845.67285
5391447040724.54004
5725826804963.83887
3673388702140.86230
3652705265986.22803
4029152871645.57764
4055093721326.45801
4110953565256.66504
3463836577246.05273
3319837870030.93457
4577952770412.43262
5327472211627.91211
5604546230549.87305
6004934187253.17383
6077826987361.93945
4240288286017.55615
4312840218959.04443
4381572000464.37061
3714242480442.48535
3811424006771.59766
3485837566345.99414
4781148780645.49805
3258645558157.45410
5211215263506.16797
5458902220085.26855
5927743517836.48242
6305348554313.18262
4420741910362.89746
4477068591524.37500
4540121148460.51172
3654446101695.39648
3618121450347.86914
3831909337430.58057
3407815418474.76611
4970646939349.51172
5136718105447.16602
5393268639499.35742
5748575482960.84375
6492253055609.09863
4563015365233.72363
4498955470474.88379
4363979351558.41113
4716308354717.75879
4077269571535.39551
3864732294926.38721
5138028482175.30566
5387613576675.95996
2986790017158.57666
3122224245109.78174
5719349341913.87598
6303107142027.55273
4210302392024.59912
4180284509345.49658
4328908404443.99365
4474977851114.57422
4733172998447.50488
3670050068073.61914
5170164672953.38281
3141355079385.20605
2963042977300.28955
5483941069590.03516
5804040892583.10156
6235051009293.82129
4077447125318.73975
4066162634743.90576
4113556783411.77246
4214597768137.66016
3556812295349.14746
3220203295541.68750
3205164974515.27490
4675922852200.91992
5273608205918.69434
5595570815129.97266
5850450319072.49707
6186344580972.99414
4055093721326.45801
4029152871645.57861
4110953565256.66455
3652705265986.22705
3673388702140.86182
3463836577246.05322
3319837870030.93457
4577952770412.43457
5327472211627.91211
5604546230549.87402
6004934187253.17090
6077826987361.93848
4077447125318.73877
4066162634743.90576
4113556783411.77002
4214597768137.66016
3556812295349.14453
3220203295541.68896
3205164974515.27295
4675922852200.91992
5273608205918.69238
5595570815129.97070
5850450319072.49707
6186344580972.99609
4210302392024.59863
4180284509345.49805
4328908404443.99561
4474977851114.57422
4733172998447.50684
3670050068073.61865
5170164672953.38184
5483941069590.03418
3141355079385.20752
2963042977300.28760
5804040892583.10156
6235051009293.82129
4563015365233.72363
4498955470474.88477
4363979351558.40967
4716308354717.75977
4077269571535.39746
3864732294926.38428
5138028482175.30566
5387613576675.96191
3122224245109.78223
2986790017158.57617
5719349341913.87305
6303107142027.55176
4009943426554.07666
4136842268807.02734
3946720977268.33154
4331298575492.65186
4606616043199.73340
4610822594145.28418
5031267324616.75977
5362855683646.51074
5648657105569.38086
2447046676416.92578
2362178775869.92139
5932442850983.29883
4549421836993.01270
4549421836993.01270
4239478857243.29492
4239478857243.29590
5566029172117.36719
5566029172117.36621
2595716516525.74658
2595716516525.74219
4436583801387.41797
3797404972386.44336
5088089384314.34082
6058347265846.77051
4210302392024.59912
4180284509345.49658
4328908404443.99463
4474977851114.57422
4733172998447.50488
3670050068073.61865
5170164672953.38184
3141355079385.20654
2963042977300.28760
5483941069590.03516
5804040892583.10156
6235051009293.81641
4312840218959.04492
4240288286017.55469
4381572000464.37207
3811424006771.59961
3714242480442.48535
3485837566345.99365
4781148780645.49805
3258645558157.45557
5211215263506.16797
5458902220085.26855
5927743517836.48340
6305348554313.18359
4210302392024.59912
4180284509345.49854
4328908404443.99609
4474977851114.57227
4733172998447.50879
3670050068073.62012
5170164672953.38281
3141355079385.20654
2963042977300.28711
5483941069590.03516
5804040892583.10156
6235051009293.82031
4549421836993.01367
4549421836993.01270
4239478857243.29590
4239478857243.29688
5566029172117.36719
5566029172117.36426
2595716516525.74316
2595716516525.74609
4436583801387.41602
3797404972386.44531
5088089384314.34082
6058347265846.76953
4606616043199.73535
4610822594145.28223
4331298575492.65430
4136842268807.02734
4009943426554.07910
3946720977268.33154
5031267324616.75977
5362855683646.50977
5648657105569.38086
2362178775869.92285
2447046676416.92676
5932442850983.29492
4647790871197.45410
4652722282930.99121
4062633161140.87891
4266666298017.66846
3974087021285.72705
4934837947956.71387
5324084071765.81934
5378859654745.29102
3334437636981.34033
1958553437312.30762
1935476231227.97192
5872167022576.18457
4606616043199.73535
4610822594145.28418
4331298575492.65283
4136842268807.02832
4009943426554.07764
3946720977268.33154
5031267324616.76172
5362855683646.51074
5648657105569.38086
2447046676416.92871
2362178775869.92383
5932442850983.29297
4563015365233.72363
4498955470474.88281
4363979351558.41162
4716308354717.75879
4077269571535.39502
3864732294926.38330
5138028482175.30566
5387613576675.96191
3122224245109.78125
2986790017158.57715
5719349341913.87305
6303107142027.55273
4540121148460.51172
4477068591524.37500
4420741910362.89844
4970646939349.51465
3831909337430.58105
3654446101695.39648
3618121450347.87061
3407815418474.76562
5136718105447.16602
5393268639499.36230
5748575482960.84863
6492253055609.09863
4498955470474.88281
4563015365233.72656
4363979351558.40723
4716308354717.75879
4077269571535.39502
3864732294926.38330
5138028482175.30664
5387613576675.96191
3122224245109.78223
2986790017158.57568
5719349341913.87500
6303107142027.55273
4606616043199.73438
4610822594145.28223
4331298575492.65234
4136842268807.02832
4009943426554.07666
3946720977268.33154
5031267324616.75977
5362855683646.50781
5648657105569.38184
2362178775869.92285
2447046676416.92627
5932442850983.29883
4652722282930.99023
4647790871197.45215
4266666298017.66602
4062633161140.87939
3974087021285.72754
4934837947956.71484
5324084071765.82031
5378859654745.29004
3334437636981.34131
1935476231227.96558
1958553437312.31470
5872167022576.18848
4627484119575.09473
4648318525369.70020
4499555617758.77637
4486749634829.44043
3954528911342.83350
3860513806384.11133
5121190519464.95898
5316628428775.05957
5419248560197.79102
2806034916801.20166
2880062258976.40381
6449802715064.46875
4563015365233.72363
4498955470474.88379
4363979351558.41016
4716308354717.75879
4077269571535.39746
3864732294926.38330
5138028482175.30469
5387613576675.96094
3122224245109.78223
2986790017158.57471
5719349341913.87500
6303107142027.55469
4271936237959.71045
4290695745711.50928
4412701868029.93945
4098866648812.88672
3870423116075.64893
4906112679443.01562
3470018271693.57764
3331887297511.43506
5222063047425.19922
5479578414777.91309
5981535645244.68652
6190763665794.40625
4189793244044.73340
4238562859707.95557
4345403189664.92676
3914681637593.04053
3810156471704.64209
3736269289411.00928
3616668206841.14453
4976920951034.41406
5266035540647.83398
5514134295712.42188
6014494529432.80762
6234228502465.61621
4271936237959.70898
4290695745711.50781
4098866648812.88672
4412701868029.93848
3870423116075.64746
3470018271693.57568
3331887297511.43408
4906112679443.01270
5222063047425.19727
5479578414777.91211
5981535645244.68848
6190763665794.40430
4498955470474.88281
4563015365233.72168
4716308354717.75781
4363979351558.40918
4077269571535.39404
3864732294926.38428
5138028482175.30566
5387613576675.95996
3122224245109.78076
2986790017158.57568
5719349341913.87109
6303107142027.55469
4499555617758.77734
4486749634829.43945
4627484119575.09570
4648318525369.70020
3860513806384.11182
3954528911342.83350
5121190519464.96094
5316628428775.06055
5419248560197.79297
2806034916801.20117
2880062258976.40137
6449802715064.46875
4498955470474.88281
4563015365233.72266
4716308354717.75879
4363979351558.40869
4077269571535.39502
3864732294926.38379
5138028482175.30566
5387613576675.96289
3122224245109.78125
2986790017158.57568
5719349341913.87305
6303107142027.55664
4210302392024.59766
4180284509345.49756
4328908404443.99365
4474977851114.57422
4733172998447.50684
3670050068073.61621
5170164672953.38281
3141355079385.20752
2963042977300.28857
5483941069590.03516
5804040892583.10156
6235051009293.82129
4066162634743.90527
4077447125318.74072
4113556783411.77246
4214597768137.65869
3556812295349.14600
3220203295541.68750
3205164974515.27295
4675922852200.91992
5273608205918.69434
5595570815129.97266
5850450319072.49609
6186344580972.99805
4029152871645.58008
4055093721326.46045
4110953565256.66260
3652705265986.22900
3673388702140.86182
3463836577246.05322
3319837870030.93555
4577952770412.43262
5327472211627.91113
5604546230549.87500
6004934187253.17578
6077826987361.93652
4077447125318.74121
4066162634743.90527
4113556783411.77148
4214597768137.66064
3556812295349.14551
3205164974515.27295
3220203295541.68896
4675922852200.91992
5273608205918.69434
5595570815129.97168
5850450319072.49609
6186344580972.99316
4180284509345.49854
4210302392024.59766
4328908404443.99365
4474977851114.57324
4733172998447.50488
3670050068073.61816
3141355079385.20654
2963042977300.28906
5170164672953.38281
5483941069590.03711
5804040892583.10254
6235051009293.82227
4498955470474.88281
4563015365233.72363
4363979351558.40967
4716308354717.75586
4077269571535.39551
3864732294926.38184
5138028482175.30566
5387613576675.96484
3122224245109.77979
2986790017158.57666
5719349341913.87305
6303107142027.55566
4290695745711.50928
4271936237959.70850
4412701868029.94043
4098866648812.88770
3870423116075.64795
3470018271693.57764
3331887297511.43457
4906112679443.01367
5222063047425.19727
5479578414777.91211
5981535645244.68945
6190763665794.40625
4077447125318.73975
4066162634743.90381
4113556783411.77197
4214597768137.65820
3556812295349.14648
3220203295541.68848
3205164974515.27344
4675922852200.91992
5273608205918.69434
5595570815129.97266
5850450319072.49609
6186344580972.99609
3774205853137.68701
3774205853137.68848
3911165859583.32910
3911165859583.33057
3113289205896.28955
3113289205896.28955
5713884272476.67285
5713884272476.67480
3298491084396.26172
4372501366033.79150
5360418300370.08691
6105682810085.28223
3323781312469.13428
3420998235324.97705
3190348810265.82373
3108086111222.84912
3634946772087.43701
3756006513695.93848
3860620860134.16602
4143978695264.10010
5394653006108.22266
5663050300459.15039
5898704815252.86230
5934504465169.37109
3774205853137.68701
3774205853137.68848
3911165859583.32959
3911165859583.32861
3113289205896.28809
3113289205896.28760
5713884272476.67871
5713884272476.67285
3298491084396.25928
4372501366033.79199
5360418300370.08496
6105682810085.28320
4077447125318.73975
4066162634743.90430
4113556783411.77197
4214597768137.65918
3205164974515.27197
3220203295541.68848
3556812295349.14600
4675922852200.91992
5273608205918.69238
5595570815129.97266
5850450319072.49609
6186344580972.99609
4098866648812.88672
4271936237959.70898
4290695745711.50781
4412701868029.93848
3870423116075.64941
3470018271693.57666
3331887297511.43652
4906112679443.01367
5222063047425.19727
5479578414777.91211
5981535645244.68945
6190763665794.40527
4238562859707.95703
4189793244044.73340
4345403189664.92529
3914681637593.03760
3810156471704.64258
3736269289411.00732
3616668206841.14502
4976920951034.41406
5266035540647.83496
5514134295712.42480
6014494529432.81055
6234228502465.61621
4029152871645.57812
4055093721326.45801
4110953565256.66602
3673388702140.86133
3652705265986.22754
3463836577246.05127
3319837870030.93359
4577952770412.43066
5327472211627.91016
5604546230549.87402
6004934187253.17480
6077826987361.93652
3190348810265.82422
3323781312469.13477
3420998235324.97559
3634946772087.43750
3756006513695.93848
3860620860134.16553
3108086111222.85254
4143978695264.10254
5394653006108.22363
5663050300459.14648
5898704815252.85938
5934504465169.36914
3138774095065.96533
3138774095065.96240
3725252531848.87207
3725252531848.87158
5820035049768.03320
5820035049768.03125
3122776744067.81885
3278764843623.18359
3345408590809.56689
3833004489452.61621
5762437096955.77637
5428681995061.04199
3323781312469.13428
3756006513695.93652
3634946772087.43848
3420998235324.97803
3860620860134.16650
3190348810265.82422
3108086111222.85107
4143978695264.10059
5394653006108.21875
5663050300459.14746
5898704815252.85840
5934504465169.36914
4029152871645.57861
4055093721326.45801
4110953565256.66455
3652705265986.22803
3673388702140.86084
3463836577246.04980
3319837870030.93359
4577952770412.43066
5327472211627.91016
5604546230549.87402
6004934187253.16992
6077826987361.93457
4189793244044.73535
4238562859707.95752
4345403189664.92627
3914681637593.03955
3810156471704.64404
3736269289411.00879
3616668206841.14697
4976920951034.41406
5266035540647.83496
5514134295712.42578
6014494529432.80957
6234228502465.61914
4290695745711.50830
4271936237959.70850
4412701868029.93848
4098866648812.88623
3870423116075.64795
4906112679443.01270
3470018271693.57568
3331887297511.43604
5222063047425.19727
5479578414777.91211
5981535645244.68945
6190763665794.40527
4077447125318.74121
4066162634743.90527
4113556783411.77197
4214597768137.66064
3556812295349.14453
3220203295541.68896
3205164974515.27344
4675922852200.91797
5273608205918.69434
5595570815129.97461
5850450319072.49707
6186344580972.99609
3774205853137.68701
3774205853137.68848
3911165859583.33154
3911165859583.32910
3113289205896.28809
3113289205896.28711
5713884272476.67188
5713884272476.67676
3298491084396.26123
4372501366033.79053
5360418300370.08594
6105682810085.28613
3634946772087.43848
3756006513695.93848
3860620860134.16553
3420998235324.97705
3323781312469.13428
3190348810265.82520
3108086111222.85303
4143978695264.09912
5394653006108.22070
5663050300459.14746
5898704815252.85938
5934504465169.37012
3774205853137.68555
3774205853137.68701
3911165859583.32715
3911165859583.32910
3113289205896.28809
3113289205896.29004
5713884272476.67871
5713884272476.67285
3298491084396.26074
4372501366033.79150
5360418300370.08594
6105682810085.28418
4066162634743.90527
4077447125318.73975
4113556783411.77148
4214597768137.65820
3220203295541.68848
3205164974515.27246
3556812295349.14404
4675922852200.91797
5273608205918.69727
5595570815129.97266
5850450319072.49609
6186344580972.99805
4290695745711.50830
4271936237959.70947
4412701868029.93848
4098866648812.88672
3870423116075.64795
4906112679443.01270
3470018271693.57666
3331887297511.43262
5222063047425.19629
5479578414777.91211
5981535645244.68945
6190763665794.40430
4498955470474.88281
4563015365233.72363
4363979351558.40869
4716308354717.75781
4077269571535.39502
3864732294926.38379
5138028482175.30762
5387613576675.95996
3122224245109.78320
2986790017158.57568
5719349341913.87207
6303107142027.55176
4210302392024.59766
4180284509345.49609
4328908404443.99316
4474977851114.57129
4733172998447.50684
3670050068073.62012
5170164672953.38281
3141355079385.20654
2963042977300.28955
5483941069590.03418
5804040892583.10254
6235051009293.82031
4077447125318.73926
4066162634743.90430
4113556783411.77246
4214597768137.66113
3556812295349.14648
3220203295541.68848
3205164974515.27295
4675922852200.91992
5273608205918.69238
5595570815129.96875
5850450319072.49512
6186344580972.99512
4029152871645.57861
4055093721326.45654
4110953565256.66260
3652705265986.22705
3673388702140.86133
3463836577246.05273
3319837870030.93555
4577952770412.43066
5327472211627.91113
5604546230549.87500
6004934187253.17383
6077826987361.93457
4077447125318.73975
4066162634743.90430
4113556783411.77148
4214597768137.66113
3556812295349.14551
3220203295541.68848
3205164974515.27344
4675922852200.91992
5273608205918.69434
5595570815129.97266
5850450319072.49609
6186344580972.99805
4210302392024.59863
4180284509345.49902
4328908404443.99414
4474977851114.57422
4733172998447.50684
3670050068073.61865
5170164672953.38184
3141355079385.20654
2963042977300.28906
5483941069590.03516
5804040892583.10645
6235051009293.82031
4498955470474.88379
4563015365233.72363
4363979351558.40869
4716308354717.75879
4077269571535.39697
3864732294926.38428
5138028482175.30371
5387613576675.96191
3122224245109.78125
2986790017158.57471
5719349341913.87207
6303107142027.55762
4486749634829.43945
4499555617758.77344
4627484119575.09375
4648318525369.69824
3954528911342.83203
3860513806384.11084
5121190519464.95996
5316628428775.06055
5419248560197.79102
2880062258976.40186
2806034916801.19971
6449802715064.46582
4498955470474.88281
4563015365233.72363
4363979351558.40771
4716308354717.75684
4077269571535.39502
3864732294926.38379
5138028482175.30469
5387613576675.96191
3122224245109.78125
2986790017158.57422
5719349341913.87305
6303107142027.55566
4290695745711.50928
4271936237959.70850
4412701868029.94043
4098866648812.88770
3870423116075.64795
4906112679443.01367
5222063047425.19922
3470018271693.57764
3331887297511.43652
5479578414777.91406
5981535645244.68652
6190763665794.40527
4189793244044.73486
4238562859707.95752
4345403189664.92480
3914681637593.03955
3810156471704.64209
3736269289411.00879
3616668206841.14355
4976920951034.41309
5266035540647.83301
5514134295712.42578
6014494529432.80762
6234228502465.61914
4290695745711.50732
4271936237959.70898
4098866648812.88721
4412701868029.93848
3870423116075.64746
3470018271693.57520
4906112679443.01172
3331887297511.43604
5222063047425.19629
5479578414777.91211
5981535645244.68652
6190763665794.40137
4498955470474.88281
4563015365233.72363
4363979351558.40771
4716308354717.75879
4077269571535.39551
3864732294926.38428
5138028482175.30273
5387613576675.95898
3122224245109.78125
2986790017158.57568
5719349341913.87305
6303107142027.55469
4486749634829.44141
4499555617758.77734
4627484119575.09570
4648318525369.70117
3954528911342.83350
3860513806384.11182
5121190519464.96094
5316628428775.06055
5419248560197.79297
2880062258976.40234
2806034916801.20312
6449802715064.46875
4616789079599.50879
4598961503586.38184
4637889613820.28809
5059887689153.17676
5059338733904.81738
5313729319987.76953
5450927397821.31055
3606852672486.27051
3700946727091.29932
3431116230298.64795
3334817832033.02100
6698049140831.11621
4540121148460.51074
4477068591524.37500
4420741910362.89648
3618121450347.87061
3654446101695.39551
3831909337430.58105
3407815418474.76367
4970646939349.51270
5136718105447.16602
5393268639499.36035
5748575482960.84766
6492253055609.09668
4189793244044.73438
4238562859707.95996
3810156471704.64404
3736269289411.00879
3914681637593.04053
3616668206841.14502
4345403189664.92627
4976920951034.41406
5266035540647.83496
5514134295712.42578
6014494529432.80762
6234228502465.61816
4110801724902.02295
4110801724902.02246
3935568021375.66748
3935568021375.66455
6117669470580.55957
6117669470580.56055
4145102978450.54980
3786020320776.82861
3747532663047.20020
4992936838678.54395
5333207203490.03223
5574743256123.80664
4238562859707.95801
4189793244044.73242
4345403189664.92480
3914681637593.04053
3810156471704.64258
3736269289411.00781
3616668206841.14697
4976920951034.41211
5266035540647.83398
5514134295712.42480
6014494529432.80566
6234228502465.61914
4477068591524.37598
4420741910362.89746
4540121148460.51074
4970646939349.51367
3831909337430.57910
3654446101695.39746
3618121450347.87061
5136718105447.16504
3407815418474.76318
5393268639499.36035
5748575482960.84766
6492253055609.09668
4616789079599.51074
4637889613820.29102
4598961503586.38086
5059887689153.18164
5059338733904.81836
3606852672486.27197
3700946727091.30225
3431116230298.64697
3334817832033.02344
5313729319987.76758
5450927397821.31055
6698049140831.10938
4540121148460.50977
4477068591524.37500
4420741910362.89551
3618121450347.86914
3654446101695.39746
3831909337430.58203
3407815418474.76416
4970646939349.51270
5136718105447.16406
5393268639499.36035
5748575482960.84375
6492253055609.09473
4312840218959.04541
4240288286017.55469
4381572000464.36914
3811424006771.59717
3714242480442.48535
3485837566345.99170
4781148780645.50000
3258645558157.45215
5211215263506.16797
5458902220085.26855
5927743517836.48438
6305348554313.18652
4029152871645.58008
4055093721326.45947
4110953565256.66455
3652705265986.22803
3673388702140.86377
3463836577246.05176
3319837870030.93408
4577952770412.43262
5327472211627.90918
5604546230549.87402
6077826987361.93848
6004934187253.17285
3556315557866.33740
3556315557866.33887
4004782068829.39990
4004782068829.40137
5974376821292.00684
5974376821292.01074
3569184101149.32324
3483355103117.26660
3787967534654.13867
4428655238845.66992
5725826804963.84082
5391447040724.54199
4055093721326.45703
4029152871645.57861
4110953565256.66455
3673388702140.86133
3652705265986.22803
3463836577246.05127
3319837870030.93213
4577952770412.43066
5327472211627.91211
5604546230549.87695
6004934187253.17383
6077826987361.93848
4312840218959.04541
4240288286017.55615
4381572000464.37158
3811424006771.59912
3714242480442.48584
3485837566345.99170
3258645558157.45410
4781148780645.49805
5211215263506.16699
5458902220085.26660
5927743517836.48633
6305348554313.18652
4477068591524.37598
4420741910362.89746
4540121148460.51172
3654446101695.39697
3618121450347.87109
3831909337430.58105
3407815418474.76465
4970646939349.51367
5136718105447.16602
5393268639499.35742
5748575482960.84473
6492253055609.10352
4238562859707.95752
4189793244044.73340
4345403189664.92383
3914681637593.03955
3810156471704.64209
3736269289411.00781
3616668206841.14600
4976920951034.41211
5266035540647.83398
5514134295712.42578
6014494529432.80762
6234228502465.62012
4055093721326.45947
4029152871645.57910
4110953565256.66455
3673388702140.86377
3652705265986.22754
3463836577246.05371
3319837870030.93457
4577952770412.43164
5327472211627.91211
5604546230549.87500
6004934187253.17480
6077826987361.93750
3420998235324.97607
3323781312469.13428
3190348810265.82520
3634946772087.43896
3756006513695.93848
3108086111222.85254
3860620860134.16553
4143978695264.09912
5394653006108.22363
5663050300459.14941
5898704815252.85352
5934504465169.36621
3138774095065.96484
3138774095065.96338
3725252531848.87207
3725252531848.87402
5820035049768.03320
5820035049768.03125
3122776744067.81982
3278764843623.18848
3345408590809.56689
3833004489452.61865
5762437096955.77539
5428681995061.04199
3420998235324.97803
3323781312469.13477
3190348810265.82568
3108086111222.85156
3634946772087.43848
3756006513695.93994
3860620860134.16602
4143978695264.10059
5663050300459.15039
5394653006108.22363
5898704815252.86230
5934504465169.36914
4055093721326.45654
4029152871645.57666
4110953565256.66406
3673388702140.86133
3652705265986.22559
3463836577246.05078
3319837870030.93359
4577952770412.43262
5327472211627.91211
5604546230549.87695
6004934187253.17285
6077826987361.93750
3914681637593.04053
3810156471704.64209
3736269289411.00488
4238562859707.95898
4189793244044.73340
4345403189664.92285
3616668206841.14502
4976920951034.41211
5266035540647.83301
5514134295712.42188
6014494529432.80273
6234228502465.61523
4110801724902.02295
4110801724902.02197
3935568021375.66797
3935568021375.66553
6117669470580.56055
6117669470580.55859
4145102978450.54980
3786020320776.82666
3747532663047.19727
4992936838678.54297
5333207203490.03223
5574743256123.80176
3556315557866.33936
3556315557866.33740
4004782068829.40186
4004782068829.40137
3569184101149.32764
5974376821292.01172
5974376821292.00586
3787967534654.13818
3483355103117.26465
4428655238845.67383
5725826804963.84277
5391447040724.54199
3138774095065.96582
3138774095065.96582
3725252531848.87061
3725252531848.87256
5820035049768.03613
5820035049768.03125
3122776744067.82227
3278764843623.18604
3345408590809.56738
3833004489452.62012
5762437096955.77637
5428681995061.04395
2948157445277.24170
2948157445277.24170
2948157445277.24219
3567019891813.46777
3567019891813.46533
3567019891813.46875
5759433475038.91699
5759433475038.91797
5759433475038.91797
3140893217455.31445
3140893217455.31299
5437965430006.19727
3138774095065.96387
3138774095065.96533
3725252531848.87402
3725252531848.87207
5820035049768.03223
5820035049768.03125
3122776744067.82080
3278764843623.18408
3345408590809.56494
3833004489452.61816
5762437096955.77441
5428681995061.04102
3556315557866.33740
3556315557866.33691
4004782068829.39990
4004782068829.39795
5974376821292.00586
5974376821292.00293
3569184101149.32471
3483355103117.26660
3787967534654.14160
4428655238845.67090
5391447040724.54102
5725826804963.83789
3935568021375.66553
3935568021375.66748
4110801724902.01953
4110801724902.02246
6117669470580.56250
6117669470580.55957
4145102978450.54785
3747532663047.19824
3786020320776.83008
4992936838678.54102
5333207203490.03223
5574743256123.80371
3810156471704.64404
3736269289411.00732
3914681637593.03857
4189793244044.73486
4238562859707.95752
4345403189664.92480
3616668206841.14502
4976920951034.41113
5266035540647.83496
5514134295712.42383
6014494529432.80566
6234228502465.61914
3673388702140.86133
3652705265986.22900
3463836577246.05127
4029152871645.57861
4055093721326.45801
4110953565256.66699
3319837870030.93359
4577952770412.43262
5327472211627.91211
5604546230549.87305
6004934187253.17383
6077826987361.93750
3190348810265.82520
3108086111222.85303
3323781312469.13428
3420998235324.97900
3634946772087.43896
3756006513695.93945
3860620860134.16602
4143978695264.10059
5663050300459.15039
5394653006108.22266
5934504465169.37109
5898704815252.86230
3138774095065.96631
3138774095065.96143
3725252531848.87402
3725252531848.87158
5820035049768.03418
5820035049768.03223
3122776744067.81982
3278764843623.18652
3345408590809.56836
3833004489452.61719
5762437096955.77441
5428681995061.04102
3323781312469.13574
3190348810265.82617
3420998235324.97607
3634946772087.43750
3108086111222.85107
3756006513695.93945
3860620860134.16602
4143978695264.09912
5394653006108.22168
5663050300459.14941
5898704815252.85742
5934504465169.36914
4029152871645.57861
4055093721326.45703
4110953565256.66455
3673388702140.86230
3652705265986.22803
3463836577246.05127
3319837870030.93408
4577952770412.43164
5327472211627.91211
5604546230549.87793
6004934187253.17383
6077826987361.93750
3810156471704.64258
3914681637593.04053
3736269289411.00781
4238562859707.95898
4189793244044.73340
4345403189664.92529
3616668206841.14404
4976920951034.41211
5266035540647.83496
5514134295712.42188
6014494529432.80664
6234228502465.62012
4540121148460.51074
4477068591524.37500
4420741910362.89648
3654446101695.39502
3618121450347.87012
3831909337430.57910
4970646939349.51367
5136718105447.16602
3407815418474.76318
5393268639499.35938
5748575482960.83984
6492253055609.09570
4240288286017.55615
4312840218959.04443
4381572000464.37207
3811424006771.59717
3714242480442.48438
3485837566345.99316
4781148780645.49805
3258645558157.45215
5211215263506.16797
5458902220085.26660
5927743517836.48438
6305348554313.18359
4055093721326.45801
4029152871645.57910
4110953565256.66406
3673388702140.86182
3652705265986.22705
3463836577246.05176
3319837870030.93555
4577952770412.43066
5327472211627.91504
5604546230549.87695
6077826987361.93652
6004934187253.17090
3556315557866.33936
3556315557866.33887
4004782068829.39990
4004782068829.39941
5974376821292.00977
5974376821292.00586
3569184101149.32324
3483355103117.26611
3787967534654.13916
4428655238845.66992
5391447040724.54102
5725826804963.84180
4055093721326.45898
4029152871645.57764
4110953565256.66455
3673388702140.86230
3652705265986.22705
3463836577246.05322
3319837870030.93604
4577952770412.43164
5327472211627.91113
5604546230549.87500
6004934187253.17285
6077826987361.93457
4312840218959.04443
4381572000464.37158
4240288286017.55469
3811424006771.60059
3714242480442.48584
3485837566345.99414
3258645558157.45410
4781148780645.49805
5211215263506.16797
5458902220085.26758
5927743517836.48633
6305348554313.18066
4540121148460.50977
4477068591524.37500
4420741910362.89453
3618121450347.86914
3654446101695.39502
3831909337430.58105
3407815418474.76465
4970646939349.51270
5136718105447.16602
5393268639499.36035
5748575482960.84668
6492253055609.09473
4616789079599.50977
4637889613820.28906
4598961503586.38086
5059887689153.17676
5059338733904.81738
5313729319987.76660
3606852672486.27051
3700946727091.29980
3431116230298.64697
3334817832033.02246
5450927397821.31152
6698049140831.11426
4540121148460.51074
4477068591524.37598
4420741910362.89746
3618121450347.86914
3654446101695.39551
3831909337430.58105
3407815418474.76367
4970646939349.51270
5136718105447.16504
5393268639499.35938
5748575482960.84473
6492253055609.09375
3914681637593.04150
3810156471704.64258
3736269289411.00879
4238562859707.95996
4189793244044.73535
4345403189664.92432
3616668206841.14453
4976920951034.40918
5266035540647.83301
5514134295712.42383
6014494529432.80469
6234228502465.62109
4110801724902.02051
3935568021375.66602
3935568021375.66748
4110801724902.02295
6117669470580.56348
6117669470580.56055
4145102978450.54980
3786020320776.82520
3747532663047.19873
5333207203490.03027
4992936838678.54395
5574743256123.80566
3810156471704.64258
3736269289411.00732
3914681637593.03955
4189793244044.73291
4238562859707.95752
4345403189664.92627
3616668206841.14600
4976920951034.41113
5266035540647.83398
5514134295712.42188
6014494529432.80762
6234228502465.62109
4540121148460.51074
4477068591524.37598
4420741910362.89551
3618121450347.87061
3654446101695.39844
3831909337430.58105
3407815418474.76611
4970646939349.51270
5136718105447.16797
5393268639499.36035
5748575482960.84668
6492253055609.09570
4616789079599.50879
4637889613820.28809
4598961503586.38184
5059887689153.17773
5059338733904.81543
5313729319987.76855
5450927397821.30957
3700946727091.30127
3606852672486.27197
3431116230298.64746
3334817832033.02344
6698049140831.11035
4627484119575.09473
4486749634829.44141
4499555617758.77637
4648318525369.70117
3954528911342.83447
3860513806384.11182
5121190519464.95996
5316628428775.06055
5419248560197.79102
2806034916801.19873
2880062258976.40137
6449802715064.46875
4563015365233.72363
4498955470474.88281
4716308354717.76074
4363979351558.40918
4077269571535.39551
3864732294926.38428
5138028482175.30664
5387613576675.96191
3122224245109.78223
2986790017158.57568
5719349341913.87500
6303107142027.55469
4290695745711.50781
4271936237959.70850
4412701868029.93848
4098866648812.88770
3870423116075.65039
3470018271693.57520
4906112679443.01367
3331887297511.43604
5222063047425.19824
5479578414777.91309
5981535645244.68945
6190763665794.40234
4238562859707.95752
4189793244044.73486
4345403189664.92529
3914681637593.04053
3810156471704.64160
3736269289411.00879
3616668206841.14502
4976920951034.41309
5266035540647.83398
5514134295712.42578
