p+0.04_10.9562_0 dE= 0.01203
actual force   predicted force   difference
3778576439361.16357
4421042128749.47656
4736193442591.58984
4821768950867.99121
5090968513117.58594
5335213471531.51074
2803859722887.85449
2680387430412.62793
5568143932050.22461
4080955562327.80273
4080955562327.80127
3887939302210.16650
3887939302210.16553
5473400561276.39551
4002024156997.14844
4632077577126.77246
3206333299614.84277
3015560600669.39062
5163022384626.88770
5235379856022.49316
5473400561276.39160
3660460120335.32568
3660460120335.32422
3936680169712.06152
3936680169712.06006
3458862059845.49707
3458862059845.49512
4325650621515.92871
4325650621515.93018
5380406356246.59082
5433453186846.95605
5433453186846.95898
5380406356246.59180
4080955562327.80176
4080955562327.80322
3887939302210.16553
3887939302210.16650
5473400561276.39258
5473400561276.39258
4002024156997.14990
4632077577126.77344
5163022384626.88965
5235379856022.49219
3206333299614.84424
3015560600669.39160
4160510013489.01172
4213462285068.81738
4421042128749.47559
3938730531665.88574
3778576439361.16406
4821768950867.99121
4736193442591.58984
5090968513117.58594
5335213471531.51074
2680387430412.62646
2803859722887.85449
5568143932050.22559
4384585047646.75830
4384585047646.75586
4649350737200.64453
4649350737200.64648
5157869398802.12695
5157869398802.12598
4377115704703.35107
3806410720390.81396
3737000177524.60645
2536815467904.62012
2564827824067.86475
5648508642571.51562
3938730531665.88525
3778576439361.16406
4160510013489.01221
4213462285068.81787
4421042128749.47559
4736193442591.58984
4821768950867.98926
5090968513117.58887
5335213471531.51270
2803859722887.85498
2680387430412.62500
5568143932050.22559
3993883631912.98340
3993883631912.98438
4487575211447.60352
4487575211447.60059
5339503259044.78320
5339503259044.78613
4047522824659.48242
3679463845613.01172
2777905930331.72217
2844609423190.39844
5053243986147.85352
5540295883097.13281
4048153884150.17188
4048153884150.17236
3703312428921.23633
3703312428921.23486
5528350285217.86914
3839720343593.57959
4327199319662.39746
3080659293194.32764
3031825336305.62891
5422873217498.49512
5392240323916.51367
5528350285217.87207
3537240338178.70312
3537240338178.70459
3777059563415.96484
3777059563415.96240
3359347535499.62402
3359347535499.62207
4103084568884.25342
4103084568884.25391
5564731554150.63281
5504177006209.36426
5564731554150.63281
5504177006209.36328
3703312428921.23486
3703312428921.23730
4048153884150.17432
4048153884150.17041
5528350285217.87207
3839720343593.57764
4327199319662.39600
3080659293194.32861
3031825336305.62793
5422873217498.49512
5392240323916.51660
5528350285217.86816
3993883631912.98193
3993883631912.98340
4487575211447.60254
4487575211447.60059
5339503259044.78516
5339503259044.78418
4047522824659.48193
3679463845613.01025
2844609423190.39746
2777905930331.72266
5053243986147.85352
5540295883097.13477
4213462285068.81592
4160510013489.01172
3938730531665.88574
4421042128749.47559
3778576439361.16211
4736193442591.58984
4821768950867.98828
5090968513117.58691
5335213471531.51074
2803859722887.85205
2680387430412.62500
5568143932050.22363
4080955562327.80273
4080955562327.80322
3887939302210.16553
3887939302210.16797
5473400561276.39160
5473400561276.39355
4002024156997.14844
4632077577126.77148
5163022384626.88672
5235379856022.49121
3206333299614.84180
3015560600669.39014
4048153884150.17236
4048153884150.17188
3703312428921.23926
3703312428921.23633
5528350285217.87109
5528350285217.86914
3839720343593.58008
4327199319662.39600
3031825336305.62939
3080659293194.32666
5392240323916.51465
5422873217498.49414
3879151805251.72168
3879151805251.72266
3879151805251.71924
3574340849959.19531
3574340849959.19434
3574340849959.19678
5613790448115.46289
5613790448115.46387
5613790448115.46387
3113690640978.12500
5617734933141.16406
3113690640978.12939
3418103534292.81006
3418103534292.80566
3555829810033.62500
3758018644313.37158
3758018644313.36816
3555829810033.61914
3302971912727.24316
3302971912727.24072
5698551172161.23145
5655215384518.31738
5698551172161.23340
5655215384518.31445
3574340849959.19531
3574340849959.19434
3574340849959.19238
3879151805251.72266
3879151805251.72021
3879151805251.72119
5613790448115.46582
5613790448115.46484
5613790448115.46094
3113690640978.12500
3113690640978.12939
5617734933141.16113
3703312428921.23682
3703312428921.23682
4048153884150.17188
4048153884150.17383
5528350285217.87109
3839720343593.58105
4327199319662.39551
3080659293194.32666
3031825336305.63086
5422873217498.49512
5392240323916.51465
5528350285217.87012
4080955562327.80273
4080955562327.80176
3887939302210.16797
3887939302210.16650
5473400561276.39355
5473400561276.39551
4002024156997.14795
5235379856022.49316
5163022384626.88770
4632077577126.77051
3206333299614.84180
3015560600669.39062
3660460120335.32568
3660460120335.32324
4325650621515.92676
4325650621515.92822
3936680169712.06152
3936680169712.06152
3458862059845.49805
3458862059845.49414
5380406356246.58887
5433453186846.95605
5380406356246.58984
5433453186846.95605
3537240338178.70312
3537240338178.70215
3777059563415.96240
3777059563415.96387
3359347535499.62207
3359347535499.62402
4103084568884.25146
4103084568884.25391
5504177006209.36426
5504177006209.36328
5564731554150.63086
5564731554150.63379
3418103534292.80762
3418103534292.80713
3555829810033.62402
3555829810033.62256
3302971912727.24072
3302971912727.24219
3758018644313.37061
3758018644313.36963
5655215384518.31738
5698551172161.23145
5698551172161.23145
5655215384518.31348
3395998564833.64307
3395998564833.64258
3395998564833.64404
3395998564833.64062
3456843082524.95801
3456843082524.95703
3456843082524.95459
3456843082524.95801
5736081958872.61133
5736081958872.60840
5736081958872.60840
5736081958872.60938
3555829810033.62500
3555829810033.62402
3418103534292.80762
3418103534292.80713
3302971912727.24219
3302971912727.24072
3758018644313.37158
3758018644313.36816
5655215384518.31934
5698551172161.23438
5655215384518.31641
5698551172161.23145
3777059563415.96240
3777059563415.96387
3537240338178.70215
3537240338178.70361
3359347535499.62354
3359347535499.62451
4103084568884.25146
4103084568884.25244
5504177006209.36523
5564731554150.63281
5564731554150.63184
5504177006209.36230
3660460120335.32520
3660460120335.32373
3458862059845.49707
3458862059845.49512
3936680169712.06250
3936680169712.06104
4325650621515.92822
4325650621515.92578
5433453186846.95898
5380406356246.59180
5380406356246.58984
5433453186846.95703
4080955562327.80176
4080955562327.80322
3887939302210.16602
3887939302210.16748
5473400561276.39746
4002024156997.14990
5163022384626.88965
5235379856022.49316
4632077577126.77051
3206333299614.84326
3015560600669.39014
5473400561276.39453
4048153884150.17236
4048153884150.17188
3703312428921.23486
3703312428921.23633
5528350285217.86719
5528350285217.87012
3839720343593.58057
4327199319662.39600
3080659293194.32861
3031825336305.62842
5392240323916.51465
5422873217498.49512
3879151805251.71973
3879151805251.72168
3879151805251.72217
3574340849959.19336
3574340849959.19434
3574340849959.19482
5613790448115.45898
5613790448115.46094
5613790448115.46484
3113690640978.12695
3113690640978.12500
5617734933141.16406
3418103534292.80859
3418103534292.81006
3555829810033.62500
3555829810033.62402
3302971912727.23926
3302971912727.24121
3758018644313.36816
3758018644313.36719
5655215384518.31738
5698551172161.23340
5698551172161.23438
5655215384518.31445
3574340849959.19434
3574340849959.19336
3574340849959.19482
3879151805251.72168
3879151805251.72119
3879151805251.71875
5613790448115.46289
5613790448115.46484
5613790448115.46387
3113690640978.12842
3113690640978.12744
5617734933141.16211
3703312428921.23633
3703312428921.23486
4048153884150.16992
4048153884150.17236
5528350285217.86719
5528350285217.87207
3839720343593.57861
4327199319662.39453
3080659293194.32568
3031825336305.62695
5422873217498.49512
5392240323916.51660
4080955562327.80176
4080955562327.80322
3887939302210.16602
3887939302210.16797
5473400561276.39551
5473400561276.39355
4002024156997.14990
4632077577126.76855
5235379856022.49316
5163022384626.88965
3206333299614.84082
3015560600669.39307
4160510013489.01221
4213462285068.81738
4421042128749.47461
3938730531665.88428
3778576439361.16406
4736193442591.59277
4821768950867.98926
5090968513117.58887
5335213471531.51074
2803859722887.85400
2680387430412.62646
5568143932050.22559
3993883631912.98242
3993883631912.97949
4487575211447.60254
4487575211447.60059
5339503259044.78418
5339503259044.78516
4047522824659.48047
3679463845613.01172
5053243986147.85352
2844609423190.39844
2777905930331.72314
5540295883097.13281
4048153884150.17188
4048153884150.17285
3703312428921.23633
3703312428921.23682
5528350285217.87012
5528350285217.87109
3839720343593.58008
4327199319662.39600
3080659293194.32812
3031825336305.62842
5422873217498.49707
5392240323916.51660
3777059563415.96387
3777059563415.96289
3537240338178.70215
3537240338178.70361
3359347535499.62354
3359347535499.62354
4103084568884.25049
4103084568884.25146
5504177006209.36523
5504177006209.36523
5564731554150.63379
5564731554150.63281
3703312428921.23633
3703312428921.23730
4048153884150.17383
4048153884150.17188
5528350285217.87402
5528350285217.87109
3839720343593.57959
4327199319662.39502
3080659293194.32959
3031825336305.62842
5422873217498.49512
5392240323916.51758
3993883631912.98340
3993883631912.98096
4487575211447.60254
4487575211447.59961
5339503259044.78516
5339503259044.78418
4047522824659.48438
3679463845613.01025
5053243986147.85547
2777905930331.72510
2844609423190.39893
5540295883097.13477
4160510013489.01221
4213462285068.81592
4421042128749.47656
3938730531665.88721
3778576439361.16309
4736193442591.59375
4821768950867.99023
5090968513117.58887
5335213471531.51172
2803859722887.85596
2680387430412.62549
5568143932050.22559
4384585047646.75781
4384585047646.75635
4649350737200.64551
4649350737200.64453
5157869398802.12305
5157869398802.12793
4377115704703.35059
3806410720390.81250
3737000177524.60693
2536815467904.62061
2564827824067.86572
5648508642571.51172
4213462285068.81689
4160510013489.01074
4421042128749.47656
3938730531665.88770
3778576439361.16406
4736193442591.58984
4821768950867.98926
5090968513117.58594
5335213471531.51465
2803859722887.85449
2680387430412.62598
5568143932050.22559
4080955562327.80322
4080955562327.80176
3887939302210.16602
3887939302210.16748
5473400561276.39453
5473400561276.39453
4002024156997.14990
4632077577126.77051
5163022384626.88770
5235379856022.49414
3206333299614.84277
3015560600669.39160
3660460120335.32568
3660460120335.32666
3936680169712.06250
3936680169712.06055
3458862059845.49609
3458862059845.49512
4325650621515.92822
4325650621515.92871
5380406356246.58887
5433453186846.95605
5433453186846.95703
5380406356246.59180
4080955562327.80273
4080955562327.80371
3887939302210.16602
3887939302210.16650
5473400561276.39746
4002024156997.14844
4632077577126.77051
5235379856022.49316
5163022384626.89062
3015560600669.39307
3206333299614.84326
5473400561276.39258
3938730531665.88574
4213462285068.81738
4160510013489.01270
3778576439361.16357
4421042128749.47949
4736193442591.59277
4821768950867.99121
5090968513117.58789
5335213471531.51172
2803859722887.85693
2680387430412.62744
5568143932050.22461
4384585047646.75879
4384585047646.75781
5157869398802.12695
4649350737200.64746
4649350737200.64453
5157869398802.12598
4377115704703.35010
3806410720390.81445
3737000177524.60840
2536815467904.61914
2564827824067.86279
5648508642571.51367
4753930148480.65430
4753930148480.65625
3231217365915.05713
3231217365915.05908
4513564479108.11523
4513564479108.11328
4936490553656.31738
4936490553656.31836
3287073754117.40967
3287073754117.40820
5244768189008.66309
5244768189008.66309
4602561568594.27148
4602561568594.27148
4244335490641.97803
4244335490641.97656
3302938269884.77734
3302938269884.77930
3430262077873.94092
3430262077873.94336
5170673523875.46777
5324606104213.93652
5324606104213.93359
5170673523875.46680
3936680169712.06299
3936680169712.06250
3660460120335.32568
3660460120335.32764
3458862059845.49609
3458862059845.49512
4325650621515.92676
4325650621515.92920
5380406356246.59277
5380406356246.58984
5433453186846.95605
5433453186846.95703
3663133697275.83887
3663133697275.83691
3663133697275.83936
3663133697275.83643
3984653772682.77783
3984653772682.77930
3984653772682.78027
3984653772682.77734
5474109582652.57031
5474109582652.56738
5474109582652.56836
5474109582652.56934
3660460120335.32520
3660460120335.32666
3936680169712.06104
3936680169712.06152
3458862059845.49707
3458862059845.49561
4325650621515.92822
4325650621515.92920
5433453186846.95703
5380406356246.59082
5380406356246.58984
5433453186846.95605
4602561568594.27246
4602561568594.27148
4244335490641.97705
4244335490641.97656
5170673523875.46777
5170673523875.46875
3430262077873.93896
3430262077873.94287
3302938269884.77490
3302938269884.77979
5324606104213.93359
5324606104213.93652
4753930148480.65625
4753930148480.65430
3231217365915.05713
3231217365915.05957
4513564479108.11328
4513564479108.11523
4936490553656.32031
4936490553656.31934
3287073754117.40967
3287073754117.41113
5244768189008.66309
5244768189008.66602
4602561568594.27148
4602561568594.27246
3430262077873.94092
3430262077873.93848
3302938269884.77783
3302938269884.77393
4244335490641.97461
4244335490641.97656
5170673523875.46680
5170673523875.46582
5324606104213.93750
5324606104213.93555
4427029968577.22266
4427029968577.22363
3258225072618.69385
3258225072618.69678
3485492267735.11572
3485492267735.11523
4043983345209.36914
4043983345209.36914
5322324405246.99121
5322324405246.99023
5436996190475.13184
5436996190475.13379
3777059563415.96387
3777059563415.96338
3537240338178.70459
3537240338178.70215
3359347535499.62354
3359347535499.62207
4103084568884.25293
4103084568884.25488
5504177006209.36426
5564731554150.63086
5564731554150.63281
5504177006209.36328
3546732896468.39111
3546732896468.39062
3546732896468.39307
3546732896468.38867
3746700380893.68115
3746700380893.67920
3746700380893.68311
3746700380893.67920
5600407788712.58789
5600407788712.59180
5600407788712.58594
5600407788712.58496
3777059563415.96387
3777059563415.96240
3537240338178.70654
3537240338178.70459
3359347535499.62451
3359347535499.62305
4103084568884.24951
4103084568884.25244
5504177006209.36621
5564731554150.63477
5564731554150.63086
5504177006209.36328
4427029968577.22266
4427029968577.22266
3258225072618.69434
3258225072618.69775
4043983345209.36670
4043983345209.36719
3485492267735.11475
3485492267735.11719
5322324405246.98926
5322324405246.99121
5436996190475.13184
5436996190475.13184
4602561568594.27148
4602561568594.27246
4244335490641.97705
4244335490641.97803
3430262077873.93896
3430262077873.94141
3302938269884.77490
3302938269884.77832
5170673523875.46777
5170673523875.46582
5324606104213.93750
5324606104213.93457
3660460120335.32275
3660460120335.32422
3936680169712.06250
3936680169712.06445
3458862059845.49756
3458862059845.49561
4325650621515.92676
4325650621515.92871
5380406356246.58984
5380406356246.59277
5433453186846.95996
5433453186846.95703
3537240338178.70068
3537240338178.70312
3777059563415.96338
3777059563415.96484
3359347535499.62305
3359347535499.62451
4103084568884.25049
4103084568884.25293
5504177006209.36426
5564731554150.63184
5564731554150.63379
5504177006209.36621
3302971912727.24170
3302971912727.24072
3758018644313.37012
3758018644313.36914
3418103534292.80762
3418103534292.80957
3555829810033.62354
3555829810033.62402
5655215384518.31445
5655215384518.31348
5698551172161.23340
5698551172161.23047
3395998564833.64307
3395998564833.64355
3395998564833.64404
3395998564833.64307
3456843082524.95459
3456843082524.95508
3456843082524.95361
3456843082524.95703
5736081958872.61133
5736081958872.60742
5736081958872.60840
5736081958872.60840
3302971912727.24170
3302971912727.24219
3758018644313.37061
3758018644313.36914
3555829810033.62402
3555829810033.62500
3418103534292.80811
3418103534292.80762
5698551172161.23535
5655215384518.31934
5655215384518.31836
5698551172161.23340
4103084568884.25146
4103084568884.25098
3777059563415.96289
3777059563415.96387
3537240338178.70264
3537240338178.70068
3359347535499.62158
3359347535499.62354
5504177006209.36719
5504177006209.36328
5564731554150.62988
5564731554150.63281
3660460120335.32275
3660460120335.32373
3936680169712.06250
3936680169712.06299
3458862059845.49756
3458862059845.49512
4325650621515.93018
4325650621515.92578
5380406356246.58984
5380406356246.59180
5433453186846.95801
5433453186846.95605
3984653772682.77930
3984653772682.77734
3984653772682.77783
3984653772682.78027
3663133697275.83740
3663133697275.84082
3663133697275.83936
3663133697275.83740
5474109582652.56738
5474109582652.56836
5474109582652.56738
5474109582652.57031
3546732896468.39209
3546732896468.39111
3546732896468.38965
3546732896468.39307
3746700380893.67871
3746700380893.67969
3746700380893.67920
3746700380893.67676
5600407788712.59180
5600407788712.58496
5600407788712.58887
5600407788712.58594
3395998564833.64111
3395998564833.64258
3395998564833.63965
3395998564833.64404
3456843082524.95801
3456843082524.95703
3456843082524.95557
3456843082524.95459
5736081958872.61133
5736081958872.60742
5736081958872.60938
5736081958872.60840
3326720063852.29346
3326720063852.29492
3326720063852.29297
3326720063852.29590
3326720063852.29395
3326720063852.29590
3326720063852.29346
3326720063852.29248
5791423980237.60449
5791423980237.60254
5791423980237.60449
5791423980237.60352
3395998564833.64355
3456843082524.95654
3456843082524.95459
3456843082524.95215
3456843082524.95703
3395998564833.64111
5736081958872.60840
5736081958872.60742
5736081958872.61230
3395998564833.64502
5736081958872.60645
3395998564833.64258
3746700380893.67969
3746700380893.67676
3746700380893.67871
3746700380893.68018
3546732896468.39209
3546732896468.39307
3546732896468.39062
3546732896468.38867
5600407788712.58984
5600407788712.58789
5600407788712.58398
5600407788712.58594
3984653772682.77734
3984653772682.77832
3984653772682.77588
3984653772682.78174
3663133697275.83789
3663133697275.83740
3663133697275.83740
3663133697275.84131
5474109582652.56738
5474109582652.57031
5474109582652.56934
5474109582652.56836
3660460120335.32617
3660460120335.32422
3936680169712.06152
3936680169712.06152
4325650621515.92627
4325650621515.92773
3458862059845.49414
3458862059845.49609
5433453186846.95898
5380406356246.58984
5433453186846.95508
5380406356246.59277
3537240338178.70312
3537240338178.70557
3777059563415.96240
3777059563415.96338
4103084568884.25098
4103084568884.25146
3359347535499.62354
3359347535499.62451
5564731554150.63379
5504177006209.36426
5564731554150.63184
5504177006209.36621
3302971912727.24219
3302971912727.24072
3758018644313.36963
3758018644313.36768
3555829810033.62158
3418103534292.81006
3418103534292.80811
3555829810033.62451
5655215384518.31641
5698551172161.23145
5698551172161.23047
5655215384518.31738
3395998564833.64355
3395998564833.64258
3395998564833.63916
3395998564833.64160
3456843082524.95459
5736081958872.61426
5736081958872.60742
5736081958872.60840
5736081958872.60742
3456843082524.95654
3456843082524.95703
3456843082524.95508
3302971912727.24121
3302971912727.24365
3758018644313.36914
3758018644313.37158
3418103534292.80957
3418103534292.80566
3555829810033.62402
3555829810033.62109
5698551172161.23535
5655215384518.31934
5655215384518.31738
5698551172161.23340
3777059563415.96143
3777059563415.96338
3537240338178.70312
3537240338178.70215
3359347535499.62402
3359347535499.62158
4103084568884.24902
4103084568884.24951
5564731554150.63184
5504177006209.36621
5564731554150.63379
5504177006209.36426
3660460120335.32520
3660460120335.32617
3936680169712.06104
3936680169712.06055
4325650621515.92676
4325650621515.92822
3458862059845.49561
3458862059845.49365
5380406356246.58984
5433453186846.95605
5380406356246.59082
5433453186846.95703
4602561568594.27148
4602561568594.27051
3430262077873.94092
3430262077873.93799
3302938269884.77588
3302938269884.77930
4244335490641.97607
4244335490641.97656
5324606104213.93066
5170673523875.46777
5170673523875.46582
5324606104213.93457
4427029968577.22461
4427029968577.22266
3258225072618.69775
3258225072618.69434
3485492267735.11719
3485492267735.11572
4043983345209.36816
5322324405246.99316
5322324405246.99121
5436996190475.13184
5436996190475.13281
4043983345209.36865
3777059563415.96240
3777059563415.96045
3537240338178.70215
3537240338178.70459
3359347535499.62354
3359347535499.62158
4103084568884.25098
4103084568884.25244
5504177006209.36426
5564731554150.63477
5504177006209.36230
5564731554150.63086
3746700380893.67871
3746700380893.67969
3546732896468.39111
3546732896468.39160
3546732896468.39307
3546732896468.38965
3746700380893.67773
3746700380893.68213
5600407788712.58887
5600407788712.59180
5600407788712.58594
5600407788712.58984
3537240338178.70312
3537240338178.70508
3777059563415.96387
3777059563415.96338
3359347535499.62305
3359347535499.62549
4103084568884.25293
4103084568884.25244
5504177006209.36816
5564731554150.63379
5504177006209.36426
5564731554150.63184
4427029968577.22363
3258225072618.69971
3258225072618.69629
4427029968577.22363
4043983345209.36816
4043983345209.36914
3485492267735.11572
3485492267735.12012
5322324405246.98730
5322324405246.99414
5436996190475.13184
5436996190475.12988
4602561568594.27051
4602561568594.27246
4244335490641.97656
4244335490641.97510
5170673523875.46777
5170673523875.46582
5324606104213.93457
5324606104213.93359
3430262077873.93848
3430262077873.94043
3302938269884.77490
3302938269884.77832
4753930148480.65430
4753930148480.65527
3231217365915.06104
3231217365915.05859
4936490553656.32031
4936490553656.31836
4513564479108.11133
4513564479108.11426
3287073754117.40967
3287073754117.40771
5244768189008.66211
5244768189008.66504
4602561568594.27148
4602561568594.27051
4244335490641.97656
4244335490641.97607
5170673523875.46582
5170673523875.46875
3430262077873.94141
3430262077873.93945
3302938269884.77490
5324606104213.93262
5324606104213.93555
3302938269884.77979
3660460120335.32666
3660460120335.32520
3936680169712.06299
3936680169712.06104
3458862059845.49756
3458862059845.49805
4325650621515.93018
4325650621515.92871
5380406356246.58984
5380406356246.59180
5433453186846.95898
5433453186846.95605
3663133697275.83887
3663133697275.83936
3663133697275.83789
3663133697275.83740
3984653772682.77588
3984653772682.77832
3984653772682.77734
3984653772682.78027
5474109582652.57031
5474109582652.56934
5474109582652.56738
5474109582652.56641
3936680169712.06055
3936680169712.06299
3660460120335.32422
3660460120335.32764
3458862059845.49512
3458862059845.49707
4325650621515.92676
4325650621515.92578
5380406356246.59180
5433453186846.95898
5380406356246.58984
5433453186846.95605
4602561568594.27246
4602561568594.27148
4244335490641.97461
4244335490641.97607
5170673523875.46777
3430262077873.94043
3430262077873.94287
3302938269884.77588
3302938269884.77832
5170673523875.46973
5324606104213.93750
5324606104213.93555
4753930148480.65430
4753930148480.65332
3231217365915.05859
3231217365915.05957
4513564479108.11133
4513564479108.11328
4936490553656.32031
4936490553656.31836
3287073754117.41113
3287073754117.40723
5244768189008.66211
5244768189008.66504
4384585047646.75879
4384585047646.75732
4649350737200.64746
4649350737200.64453
5157869398802.12793
5157869398802.12500
4377115704703.35107
3806410720390.81250
3737000177524.60547
2536815467904.61914
2564827824067.86475
5648508642571.51172
4821768950867.99121
4736193442591.59180
4421042128749.47754
4213462285068.81787
4160510013489.01172
3938730531665.88525
3778576439361.16406
5090968513117.58594
5335213471531.51172
5568143932050.22461
2803859722887.85645
2680387430412.62744
3887939302210.16797
3887939302210.16553
4080955562327.80322
4080955562327.80273
5473400561276.39355
5473400561276.39160
4002024156997.14746
3206333299614.84277
3015560600669.39258
4632077577126.76855
5163022384626.88770
5235379856022.49219
3660460120335.32617
3660460120335.32422
3936680169712.06152
3936680169712.06104
3458862059845.49512
3458862059845.49561
4325650621515.92676
4325650621515.92871
5380406356246.58984
5433453186846.95605
5380406356246.59180
5433453186846.95898
3887939302210.16602
3887939302210.16748
4080955562327.80078
4080955562327.80273
5473400561276.39551
5473400561276.39258
4002024156997.14795
5163022384626.88965
5235379856022.49316
4632077577126.77051
3206333299614.84570
3015560600669.39014
4160510013489.01172
4213462285068.81738
4421042128749.47559
3938730531665.88477
4736193442591.59277
4821768950867.99121
3778576439361.16162
5090968513117.58691
5335213471531.51172
2803859722887.85693
2680387430412.62646
5568143932050.22852
4384585047646.75879
4649350737200.64648
4384585047646.76025
4649350737200.64648
5157869398802.12402
4377115704703.35254
5157869398802.12695
3737000177524.60596
3806410720390.81250
2564827824067.86719
2536815467904.62207
5648508642571.51074
4213462285068.81738
4160510013489.01270
4421042128749.47852
3938730531665.88574
3778576439361.16357
4736193442591.58887
4821768950867.99121
5090968513117.58789
5335213471531.51172
2803859722887.85840
2680387430412.62891
5568143932050.22559
3993883631912.98389
3993883631912.98242
4487575211447.60449
4487575211447.60254
5339503259044.78418
5339503259044.78320
4047522824659.48193
3679463845613.01025
2777905930331.72607
2844609423190.39453
5053243986147.85547
5540295883097.13379
4048153884150.17090
4048153884150.17285
3703312428921.23486
3703312428921.23633
5528350285217.87012
5528350285217.86914
3839720343593.57861
4327199319662.39600
3031825336305.62842
3080659293194.32861
5422873217498.49609
5392240323916.51562
3537240338178.70361
3537240338178.70215
3777059563415.96240
3777059563415.96484
3359347535499.62305
3359347535499.62549
4103084568884.25049
4103084568884.25146
5504177006209.36426
5504177006209.36328
5564731554150.63086
5564731554150.63477
4048153884150.17090
4048153884150.17236
3703312428921.23730
3703312428921.23486
5528350285217.87109
5528350285217.86914
3839720343593.58008
4327199319662.39697
3031825336305.62842
3080659293194.32861
5422873217498.49512
5392240323916.51660
3993883631912.98242
3993883631912.98389
4487575211447.60352
4487575211447.60059
5339503259044.78320
5339503259044.78320
4047522824659.48242
3679463845613.01025
5053243986147.85547
2777905930331.72559
2844609423190.39893
5540295883097.13281
4160510013489.01172
4213462285068.81494
4421042128749.47461
3938730531665.88428
3778576439361.16211
4736193442591.59180
4821768950867.98926
5090968513117.58691
5335213471531.51367
2803859722887.85596
2680387430412.62939
5568143932050.22266
4080955562327.80176
3887939302210.16553
3887939302210.16650
4080955562327.80469
5473400561276.39258
4002024156997.14941
4632077577126.77148
5163022384626.88965
5235379856022.49316
3206333299614.84375
3015560600669.39062
5473400561276.39258
3703312428921.23535
3703312428921.23682
4048153884150.17432
4048153884150.17188
5528350285217.87109
3839720343593.57861
4327199319662.39746
3080659293194.32861
3031825336305.62793
5422873217498.49316
5392240323916.51465
5528350285217.87012
3879151805251.72168
3879151805251.72168
3879151805251.72021
3574340849959.19434
3574340849959.19434
3574340849959.19580
5613790448115.46289
5613790448115.46094
5613790448115.46387
3113690640978.13086
3113690640978.12695
5617734933141.16504
3555829810033.62402
3555829810033.62256
3418103534292.80859
3418103534292.80762
3302971912727.24219
3302971912727.23975
3758018644313.36963
3758018644313.36914
5698551172161.23145
5655215384518.31641
5698551172161.23438
5655215384518.31738
3879151805251.72021
3879151805251.71924
3879151805251.72168
3574340849959.19434
3574340849959.19531
3574340849959.19287
5613790448115.46484
5613790448115.46387
5613790448115.46484
3113690640978.12988
3113690640978.12695
5617734933141.16406
3703312428921.23633
3703312428921.23486
4048153884150.17285
4048153884150.16992
5528350285217.86914
5528350285217.87109
3839720343593.57959
3080659293194.32764
3031825336305.62793
4327199319662.39551
5422873217498.49609
5392240323916.51758
3887939302210.16602
3887939302210.16602
4080955562327.80273
4080955562327.80469
5473400561276.39062
4002024156997.14941
4632077577126.76953
5235379856022.49219
5163022384626.88867
3206333299614.84277
3015560600669.38916
5473400561276.39355
3660460120335.32617
3660460120335.32373
3936680169712.06152
3936680169712.06055
3458862059845.49609
3458862059845.49316
4325650621515.93066
4325650621515.92676
5380406356246.59375
5433453186846.95898
5380406356246.59082
5433453186846.95605
3537240338178.70361
3537240338178.70459
3777059563415.96240
3777059563415.96289
3359347535499.62354
3359347535499.62549
4103084568884.25244
4103084568884.25049
5504177006209.36719
5564731554150.63184
5564731554150.63281
5504177006209.36523
3418103534292.81006
3418103534292.80762
3555829810033.62256
3555829810033.62451
3302971912727.24072
3302971912727.24170
3758018644313.36914
5655215384518.31738
5655215384518.31445
5698551172161.23047
5698551172161.23340
3758018644313.36963
3395998564833.63916
3395998564833.63965
3395998564833.64355
3395998564833.64062
3456843082524.95654
3456843082524.95264
3456843082524.95459
3456843082524.95557
5736081958872.60938
5736081958872.61230
5736081958872.60840
5736081958872.60742
3555829810033.62451
3555829810033.62354
3418103534292.80811
3418103534292.80762
3302971912727.24072
3758018644313.37158
3758018644313.36914
3302971912727.24219
5655215384518.31836
5698551172161.23340
5655215384518.31738
5698551172161.23145
3777059563415.96338
3777059563415.96143
3537240338178.70361
3537240338178.70215
3359347535499.62207
3359347535499.62354
4103084568884.25098
4103084568884.24951
5504177006209.36719
5504177006209.36426
5564731554150.63281
5564731554150.63477
3660460120335.32568
3660460120335.32422
3936680169712.06152
3936680169712.06348
3458862059845.49609
3458862059845.49756
4325650621515.92627
4325650621515.92822
5380406356246.59473
5433453186846.95898
5433453186846.95703
5380406356246.59082
4080955562327.80273
4080955562327.80078
3887939302210.16602
3887939302210.16553
5473400561276.39551
5473400561276.39258
4002024156997.14795
4632077577126.77246
5235379856022.49219
5163022384626.89062
3206333299614.84180
3015560600669.38770
3703312428921.23486
3703312428921.23535
4048153884150.17041
4048153884150.17236
5528350285217.87109
3839720343593.57959
4327199319662.39551
3080659293194.33008
3031825336305.62891
5392240323916.51562
5422873217498.49512
5528350285217.86914
3879151805251.71924
3879151805251.72021
3879151805251.72217
3574340849959.19434
3574340849959.19336
3574340849959.19238
5613790448115.46387
5613790448115.46289
5613790448115.46387
3113690640978.12891
3113690640978.12744
5617734933141.16406
3418103534292.81006
3418103534292.80859
3555829810033.62256
3758018644313.36914
3758018644313.36719
3555829810033.62207
3302971912727.24170
3302971912727.24072
5655215384518.31738
5698551172161.23340
5655215384518.31641
5698551172161.22949
3574340849959.19336
3574340849959.19434
3574340849959.19238
3879151805251.71875
3879151805251.72021
3879151805251.72119
