p-0.04_10.875_0 dE= 0.01136
p+0.04_10.875_0 dE= 0.01132
p_uns_0.2_1000_998 dE= 0.46542
actual force   predicted force   difference
0.12580 0.12236 0.00344
0.11855 0.06819 0.05037
0.01106 0.00316 0.00790
-0.17088 -0.15565 -0.01523
0.00138 -0.00088 0.00226
0.01157 0.01690 -0.00533
0.02123 0.05445 -0.03322
0.00204 -0.02043 0.02247
0.05202 0.05275 -0.00073
-0.00204 0.03845 -0.04050
-0.01244 -0.00801 -0.00443
-0.00350 0.00595 -0.00946
-0.00871 0.00940 -0.01811
0.00299 -0.00573 0.00872
0.11893 0.10936 0.00957
0.13039 0.11361 0.01678
0.12651 0.14093 -0.01442
0.01124 0.01992 -0.00868
-0.00048 -0.00826 0.00779
0.00975 0.01171 -0.00196
-0.02515 -0.01092 -0.01423
0.28866 0.25405 0.03461
-0.27355 -0.22067 -0.05288
-0.03325 -0.00743 -0.02582
0.01486 0.02270 -0.00785
0.03102 0.00985 0.02117
0.01930 -0.00419 0.02349
0.07770 0.11141 -0.03371
-0.05144 -0.08092 0.02948
0.02424 0.00759 0.01665
0.03867 0.03595 0.00273
-0.02619 -0.00626 -0.01993
0.00318 -0.00088 0.00406
0.04134 0.02418 0.01715
-0.01742 -0.00000 -0.01742
-0.01154 -0.00737 -0.00417
0.03063 0.00478 0.02586
-0.01955 -0.01081 -0.00874
-0.15278 -0.15459 0.00180
0.01884 0.02792 -0.00908
0.07328 0.05876 0.01452
0.00494 0.00731 -0.00238
0.00694 0.00453 0.00241
0.00072 -0.00568 0.00640
-0.08213 -0.10722 0.02509
0.01780 0.02424 -0.00644
0.07363 0.11034 -0.03671
0.01497 0.01179 0.00318
-0.00373 0.00477 -0.00850
-0.02408 -0.02037 -0.00370
0.10343 0.11143 -0.00800
0.09857 0.11215 -0.01357
-0.02685 -0.05226 0.02541
0.04013 0.04184 -0.00171
0.10041 0.07267 0.02775
-0.00115 0.00395 -0.00511
-0.11290 -0.09784 -0.01506
0.32862 0.40164 -0.07302
-0.07697 -0.12320 0.04623
0.07833 0.15222 -0.07389
0.18576 0.29514 -0.10938
-0.00145 0.04469 -0.04614
-0.13053 -0.30127 0.17074
0.18090 0.47613 -0.29523
-0.04289 -0.11868 0.07579
-0.12085 -0.19144 0.07060
0.08098 0.21412 -0.13314
0.01632 0.04352 -0.02720
end
Phonon frequencies:
1726939876235.10938
1610569950853.13940
2923460336370.26270
6024174980464.01367
5914206574078.26074
7276441700174.64551
6221507099642.19434
6453671610639.30664
3072790352237.39697
2870232581044.59717
5140918788707.36621
7085163088091.82812
6488715264882.32129
6610305297205.76855
6263437932768.96094
7030139278991.65918
3894583424917.93604
3764598499528.11328
6939520088251.67578
7009216795230.05273
6501226828694.61035
5859485156135.54004
4451092490910.72266
3841297827562.50391
6918839837609.27148
6840055670129.91797
6481137460676.89355
5531475510836.46191
4712780233529.38379
3670637742714.43604
6977984242429.68945
6877542970449.81445
6487728501578.23438
5656668052677.16016
4619021515592.58496
3745137955787.51367
6503880610114.57617
6897584589057.86035
7010687879583.45020
6088708336568.06836
3877597173033.87939
4209806368113.43945
6519502388512.06543
6361016740383.27637
5957611674157.35840
7028885419155.33691
3547241219150.64355
3400543469356.48242
6060252426697.29395
6249936302604.12988
2441653554824.86572
2252187356213.80615
4086522000036.36182
7188647641045.39160
1147117118252.59253
1109484930579.31445
5830312661054.87695
1963061693288.77588
5875966144316.42578
7323711061643.73242
3072789013895.93311
2870232287311.37256
6221503317000.45020
6453674998451.58203
5140921225815.75879
7085163682908.99512
6727784234324.31445
6346151895860.51855
6906697298722.74023
6042780793121.51367
4329861895589.61133
3705027271371.73047
6481445638362.44434
6668607669981.50391
5963684697017.46094
7134901645715.76465
4948593726365.47852
4343251304223.46729
6689594578326.65625
6410386882014.14453
5598751205177.06055
4949582602903.79004
4675440163206.64355
7224253776318.62500
4707960130507.83203
4960181537914.11523
5491310073824.71191
6395377416582.29590
6670694995689.10547
7217399303085.07227
6463858336326.45703
